X,Y,Z,Material,Classification
-0.2492219586951503,21.002941980482273,-974.9510210823476,C,Bad
-4.1771507994581185,16.945390110386594,-579.4685302215289,C,Bad
-4.882935492126563,6.669164148475549,-866.0841550339258,C,Bad
-0.16978696968011242,1.9466745442568723,-605.9517202448342,C,Bad
-7.6312748204600895,19.283229701980012,-664.0115901885436,C,Bad
0.7735334798431346,19.89897554659296,-194.29261352780657,C,Bad
-6.413228564032336,15.77818335206106,-169.96262948622996,C,Bad
-6.948362634503333,20.49944549085055,-903.0838090993642,C,Bad
-3.730372389799969,7.944561847199504,-437.839530778341,C,Bad
-3.152498335165557,2.620795975649308,-529.4944505323112,C,Bad
-6.896328652106918,6.345842778605917,-619.5136340835948,C,Bad
-0.45369217833157016,9.122913237971892,-798.630799899794,C,Bad
-1.1497925336348729,11.508843459082676,-363.5301097591132,C,Bad
-2.000757137005717,6.705232399457891,-650.7522155845281,C,Bad
-1.0887093159980772,3.088624484538048,-650.8807009675115,C,Bad
-8.062035352824756,21.97431447229048,-798.5199577744934,C,Bad
0.01076311015203757,3.1457080034685383,-561.172618077572,C,Bad
-3.3774642697069144,6.469457640802499,-150.32757304988468,C,Bad
-8.470674207468937,10.993039846051259,-846.9021270187067,C,Bad
-5.274286762237261,15.500220507541222,-772.5881645314222,C,Bad
-7.825904941534217,18.964662387293895,-933.2303149433671,C,Bad
-2.4487125812154193,1.5888543362556469,-119.90225200564919,C,Bad
-6.615364467476334,8.964830413015896,-725.45553482677,C,Bad
-7.941082654987573,6.9420377463057825,-789.2988726268406,C,Bad
-0.18413880042401232,6.061885717133144,-217.68414221923092,C,Bad
-3.7354825497973154,4.617881690696713,-354.06179777220166,C,Bad
-8.29477327431273,4.429604516320385,-718.7162465051384,C,Bad
-5.664992475257925,12.626860315234802,-831.1063243634214,C,Bad
-2.685056332633396,14.397945887474789,-184.185419953811,C,Bad
0.04157713291663612,13.403528465237343,-381.87975043978906,C,Bad
-6.122153062291874,18.336049574931003,-45.02460525302354,C,Bad
-4.29613433954639,12.92911986308939,-924.6373989222546,C,Bad
-4.30095153276579,3.446411404536594,-842.5439838990114,C,Bad
-0.8167808175714324,12.081601602695006,-432.23061785142727,C,Bad
-5.6046517070289585,13.832707631631894,-661.6214272841039,C,Bad
-5.976204297554089,21.795063391555,-262.9845833624365,C,Bad
-0.7828226356068235,18.12475717575578,-274.0666857327308,C,Bad
-1.2033142866000315,14.38219345666291,-40.980473583224466,C,Bad
-1.8649367416996627,13.511724923745634,-725.9974149633265,C,Bad
-4.465847865188671,4.33365848957331,-536.9296462494133,C,Bad
0.7838756538415304,5.40067150967149,-814.3026226292288,C,Bad
-4.484256228137391,12.974071616973305,-646.4906556272799,C,Bad
-4.577799881249195,15.64233217223725,-816.6810983083714,C,Bad
-3.1028035953806956,10.290163587044365,-411.72257403861363,C,Bad
-9.399278801791661,22.61925369107679,-208.83363003101238,C,Bad
-7.4025227460027265,21.326828108124655,-810.4759047542617,C,Bad
-0.11048857818495073,11.662577648323516,-283.50960695085155,C,Bad
-1.2164030503860452,8.3223200119049,-155.12889336634237,C,Bad
-7.92409548506418,16.377450383334384,-774.6260620219322,C,Bad
-2.0298480664690013,9.005651460311887,-27.173038565099546,C,Bad
0.6355738904862083,10.046928160525125,-393.8651379319822,C,Bad
-5.417676085603982,10.702840353069568,-92.39164248880468,C,Bad
-6.772236452319333,12.96628035574812,-84.09793845683782,C,Bad
-0.312038693816298,11.688542830745558,-31.94402541738748,C,Bad
0.3248665402916693,5.208133049340368,-632.0848886746087,C,Bad
-6.105698818355521,1.6154894098709462,-55.255319298461814,C,Bad
-8.54615910937541,11.793681531924902,-445.0672887765985,C,Bad
-7.092424345062078,11.33548193674796,-823.703053694899,C,Bad
-9.229245343726568,5.967180512038318,-37.651694934873944,C,Bad
-4.717944020396199,11.79267241875322,-922.3381517597379,C,Bad
0.07492032395439274,22.830726574655998,-835.0339149781191,C,Bad
-5.679501935858019,10.294305249392396,-534.1693437199699,C,Bad
-2.055709319306084,16.337477277905332,-164.88907245019936,C,Bad
-8.102796046963975,21.30465394040821,-854.4756959842051,C,Bad
0.834973690810429,12.882364631495678,-6.595480365379558,C,Bad
-4.512157984236398,14.06206785770314,-1020.5413352011673,C,Bad
-8.497894011368823,20.67751683282089,-837.965738120096,C,Bad
-5.954608921819078,12.321073679517223,-250.0320942190499,C,Bad
-0.8910749411417402,4.394547413877586,-421.7549273940209,C,Bad
-3.776352280405785,9.484104963888083,-676.5995809118904,C,Bad
-4.278531837942389,3.245699873884597,-1018.0649826738802,C,Bad
-3.370609156400617,15.439988133939748,-40.574979232390206,C,Bad
-1.2263916394714016,13.973987438890514,-808.8308754699491,C,Bad
-5.617446314214918,9.389764339734388,-539.7336800276107,C,Bad
0.004466379771267626,4.505193189992205,-308.23304441986545,C,Bad
-2.333765755580967,11.765171715615503,-974.8465109971966,C,Bad
-7.382436562067888,3.0123090038777782,-58.09870759371529,C,Bad
-1.6522626500290212,7.798373946600506,-674.6107262518208,C,Bad
-1.1842874763783087,4.658525829529374,-485.6743570655949,C,Bad
-1.3254703167138029,4.997135728317193,-816.4818762390368,C,Bad
-8.667604036980691,12.113478742495133,-361.3064463014788,C,Bad
-1.22831668195494,21.298572767981767,-836.7934736425477,C,Bad
-2.149435595505188,2.6082272945441254,-112.02281745533423,C,Bad
-8.887938979988666,4.180716610533544,-846.3040263955673,C,Bad
-2.9212042724708454,16.994171907127278,-127.09134581326532,C,Bad
-8.494035904839597,2.063228462811743,-248.53691382580962,C,Bad
0.974089275193899,3.1325850040742793,-804.7288198307668,C,Bad
-0.3195384007164943,23.216609843763862,-566.7405489214855,C,Bad
-2.076496935316297,6.277075311327533,-484.19827213370013,C,Bad
-0.3787195351658763,18.43662163912823,-791.4684877978054,C,Bad
-8.375601644597126,16.65141666448984,-676.4444006447064,C,Bad
0.04390821701323766,7.507148338753122,-345.2641717354072,C,Bad
-7.816935245557357,3.975992276015841,-413.18064493164366,C,Bad
0.18952196517629005,7.4871229975471465,-1009.6824760515799,C,Bad
-4.074591119057595,3.225862904788336,-256.36291522418094,C,Bad
-2.1890889626629733,22.447952571044816,-398.2294310190608,C,Bad
0.5375041892791206,3.867096210720959,-502.2783062754803,C,Bad
-4.441351338152468,9.610358589411806,-731.7484510786867,C,Bad
-8.999643057793937,4.742144028653101,-158.46517515861035,C,Bad
-3.2948865936245726,17.966053008248032,-581.0878036504653,C,Bad
0.2436305158801435,4.051452302402282,-134.56076699072253,C,Bad
-4.334892881675938,2.064097311313297,-124.91793792972396,C,Bad
-6.965355974576434,12.045618881492551,-472.4749015191139,C,Bad
-7.191296070551921,6.452049877163692,-107.34100634595472,C,Bad
-7.6872890478237945,10.141462598963168,-650.701576262973,C,Bad
-6.560110327577309,15.865406138615086,-751.8274390229278,C,Bad
-1.874223484531453,13.885728744305922,-420.06370433047505,C,Bad
0.7457649702863005,3.366158026116768,-1014.9785996772772,C,Bad
