X,Y,Z,Material,Classification
-3.9696490684168735,4.338012104859004,-937.4609695313253,B,Bad
-3.5024002411734827,6.722840680855375,-249.90077110259233,B,Bad
-1.890175018792025,1.4387920223514445,-837.5181282215515,B,Bad
-0.3493514549426129,7.656009908546435,-486.04204248311066,B,Bad
-0.3356601957042251,4.150312889621689,-510.4342867814269,B,Bad
-3.3293869262551326,7.7336856914402965,-96.41918466827258,B,Bad
-1.0664911237675212,5.763077093893979,-478.0655226458846,B,Bad
-3.549328527064052,6.0389397933416475,-125.84280531668071,B,Bad
-2.519905167097236,3.2925409882619165,-90.81403582994005,B,Bad
-3.461255907089587,3.8067484576766706,-513.1449977693217,B,Bad
-3.7883908572585714,7.920475717880335,-915.9570474743065,B,Bad
-1.7831938252576638,5.812574094647543,-706.3893861971299,B,Bad
-3.6136265681536464,5.757099730646777,-837.1072648892109,B,Bad
-2.1666921812294357,8.129426031674063,-493.11560011225924,B,Bad
-3.4888358426060284,6.9459438244235585,-205.93841934631996,B,Bad
-3.639222527202856,4.133857047081493,-226.5808865018206,B,Bad
-1.771385712885345,1.9767614637498454,-479.92296706453703,B,Bad
-2.23732915883802,7.530198271707253,-847.921838075822,B,Bad
0.6825064070757145,7.571155091842677,-558.1863303227547,B,Bad
-3.6687134458551287,5.61381612152463,-747.9094294764932,B,Bad
-0.25346963331371786,6.886160252621969,-106.25158745819795,B,Bad
-3.5271440551823314,5.471176496283443,-386.1577933989777,B,Bad
-1.6671493825011288,4.670079516337801,-239.2736796774775,B,Bad
-1.8356144092141848,5.115550860533899,-415.64061476018594,B,Bad
-3.241433289774238,2.2926054451195412,-111.7302466418165,B,Bad
-3.9199306830810574,4.061473733430322,-387.6221401383772,B,Bad
-3.7716439341697603,5.339445513203789,-785.9808237124162,B,Bad
-4.2526345971095045,5.814955989504339,-151.7277889767754,B,Bad
-0.24060081330468996,5.466657357939148,-483.63449939101383,B,Bad
-4.642372546730386,2.347676526479023,-910.3683755804835,B,Bad
-0.10131637197261867,7.834516999313873,-841.1148389765974,B,Bad
-3.682646202370141,5.791079029540786,-745.2071854077178,B,Bad
-3.5297291389991106,4.0987931159072595,-884.1675505216942,B,Bad
-3.6101233446956438,4.538662901637892,-13.975051835336103,B,Bad
0.19067752778716862,1.65471319014389,-975.13978976315,B,Bad
-0.03883795991338701,1.4553496605180163,-508.1775091653842,B,Bad
-3.116664530714372,7.283588921205859,-343.95661096623553,B,Bad
-1.6990690096639227,2.205716021570689,-767.1483289602706,B,Bad
-0.7412347341920684,4.44550646036889,-194.00396914462385,B,Bad
-4.576916271177457,7.74678728621257,-536.2399263718287,B,Bad
0.051720248999099105,6.020850410717692,-781.5289424672577,B,Bad
-1.2802370399177643,7.356648744854143,-996.6798745135709,B,Bad
-2.2171399531905154,3.5930785042757574,-832.1028756941868,B,Bad
-0.0538836168719401,7.026231599522815,-690.7070202705036,B,Bad
-0.4523754646031204,7.396338615159474,-776.1289303638548,B,Bad
-0.7995487313208227,6.3233915577686295,-221.89592306972622,B,Bad
0.5718027730547384,1.730879229177046,-285.049278145844,B,Bad
0.009636901299829859,2.932299329246,-676.0315990593128,B,Bad
-3.4352344198669655,3.012690124716074,-414.94698766998397,B,Bad
-2.77641173149598,4.476942084864641,-111.67907804933668,B,Bad
-2.242393301732907,2.9275508103246457,-441.67975256452235,B,Bad
-0.4633727698478971,5.966769414679524,-971.3905704176248,B,Bad
0.6970960886685029,4.209164535235406,-614.8335537447524,B,Bad
-2.9690454272491626,1.8949207800042016,-437.17332524109054,B,Bad
-4.493057981541788,5.080273176790767,-321.72108883462545,B,Bad
0.7004182105314802,7.7163410938677774,-806.1734597799541,B,Bad
-0.4792458901413319,3.2832629727946854,-281.62571778713016,B,Bad
-3.9690548563074532,2.260598242095594,-5.578558368703057,B,Bad
-2.8701850837086615,4.17473699993129,-20.770675426973867,B,Bad
-3.5266800315453377,7.257442125846861,-907.5302448639782,B,Bad
-0.890091586769787,5.230128210040769,-384.34168267330404,B,Bad
-2.4653952691252803,1.3521945334946714,-376.95939813543043,B,Bad
0.9519776836251497,2.7349722578358877,-776.6809212425142,B,Bad
-4.042397440148927,1.759758799194591,-321.0896241588156,B,Bad
-2.1412318472574157,6.091208395119857,-63.44207192202089,B,Bad
-3.2529447405725778,1.4758154943391597,-420.94359305875594,B,Bad
-0.6014585728672213,5.532484606892,-909.278882092168,B,Bad
0.5689939001425941,3.937416190316724,-450.9735981790393,B,Bad
0.9194216993334905,2.7854547508418452,-507.0365411011912,B,Bad
-0.9330863446679829,1.0319728495792146,-105.18700158302875,B,Bad
-3.212922121198179,5.638993561819378,-589.1318451340568,B,Bad
-1.8026316564537268,7.24250191496667,-781.6307140143686,B,Bad
-3.236684391231144,6.067730112955584,-378.70183236849846,B,Bad
-0.7552694564052675,5.906217580782488,-618.6480232270885,B,Bad
-2.501864393986521,3.828742410357248,-535.0274370103075,B,Bad
-1.3654650471699483,3.9159576183666127,-244.84349159728447,B,Bad
0.11504335957748513,3.0045149830375024,-153.87414151503378,B,Bad
0.8109153662509145,3.0177718213120253,-787.3242302295434,B,Bad
-3.308858200068244,4.919396311101519,-373.15583265326745,B,Bad
-0.25183979436193304,8.10888279794839,-545.3322662109802,B,Bad
-1.7062070378628298,5.509321367956245,-1010.3742542211451,B,Bad
-3.3673365225902074,2.841215138398373,-779.3875483428411,B,Bad
-0.6399575115386922,7.070113103158921,-17.8134023091809,B,Bad
-4.0125168635285755,6.874964871625872,-702.1315868071222,B,Bad
-4.49268060956042,2.6320617379670006,-349.3658799025153,B,Bad
-1.2180213542298373,3.6081969016695146,-274.765137512314,B,Bad
-0.8696259119589445,3.8006378279710207,-685.9031592180131,B,Bad
-0.4728954897817905,8.095306155608489,-349.43794004820086,B,Bad
0.9720838465632422,2.2110304909150207,-578.6171038705988,B,Bad
